condition,comparison,comparison_label,metric,metric_class,subset_label,n_proposals,human_metric_mean,ai_metric_mean,effect_human_minus_ai_mean,effect_human_minus_ai_median,ai_to_human_ratio_mean,wilcoxon_statistic,p_value,paired_rank_biserial,field_branch
baseline,claude,Claude,global_centroid_dist,exploratory,all_proposals,23,0.02511587659195185,0.032585408697217585,-0.007469532105265736,-0.00863363330122957,1.2974028032793916,21.0,0.00010657310485839844,-0.7391304347826086,strengths
baseline,claude,Claude,mean_pairwise,confirmatory,all_proposals,23,0.06865084525467692,0.08926404688669287,-0.020613201632015948,-0.02217572728792827,1.3002614396887073,19.0,7.319450378417969e-05,-0.7391304347826086,strengths
baseline,claude,Claude,medoid_dist,exploratory,all_proposals,23,0.044175863827484244,0.05704977041569309,-0.012873906588208849,-0.01603654424349467,1.2914239920352,22.0,0.0001277923583984375,-0.8260869565217391,strengths
baseline,claude,Claude,mst_dispersion,exploratory,all_proposals,23,0.059608940628991615,0.07830581544102104,-0.01869687481202941,-0.022722939650217697,1.3136589010765936,14.0,2.6226043701171875e-05,-0.7391304347826086,strengths
baseline,claude,Claude,nn,confirmatory,all_proposals,23,0.05699612278005351,0.07507496687813082,-0.018078844098077303,-0.022350963950157163,1.3171942794748177,15.0,3.266334533691406e-05,-0.7391304347826086,strengths
baseline,claude,Claude,remote_clique,compatibility,all_proposals,23,0.06865084525467692,0.08926404688669287,-0.020613201632015948,-0.02217572728792827,1.3002614396887073,19.0,7.319450378417969e-05,-0.7391304347826086,strengths
baseline,claude,Claude,span90,exploratory,all_proposals,23,0.030047960200446276,0.038715200023601445,-0.008667239823155148,-0.009022567231893833,1.2884468617948464,27.0,0.0002980232238769531,-0.6521739130434783,strengths
baseline,claude,Claude,sparseness,exploratory,all_proposals,23,0.02511587659195185,0.032585408697217585,-0.007469532105265736,-0.00863363330122957,1.2974028032793916,21.0,0.00010657310485839844,-0.7391304347826086,strengths
baseline,gemini,Gemini,centroid_loo,exploratory,all_proposals,23,0.04867287714479512,0.0676429377688486,-0.018970060624053466,-0.017000238210620515,1.3897460297573976,6.0,3.337860107421875e-06,-0.8260869565217391,strengths
baseline,gemini,Gemini,global_centroid_dist,exploratory,all_proposals,23,0.02511587659195185,0.03442731046683975,-0.009311433874887903,-0.008483584315149721,1.3707389563250068,6.0,3.337860107421875e-06,-0.8260869565217391,strengths
baseline,gemini,Gemini,mean_pairwise,confirmatory,all_proposals,23,0.06865084525467692,0.09420322050218996,-0.025552375247513037,-0.02378064592679341,1.3722077296021675,6.0,3.337860107421875e-06,-0.8260869565217391,strengths
baseline,gemini,Gemini,medoid_dist,exploratory,all_proposals,23,0.044175863827484244,0.060392138232355515,-0.016216274404871292,-0.017278128862380976,1.3670844891273464,12.0,1.6689300537109375e-05,-0.7391304347826086,strengths
baseline,gemini,Gemini,mst_dispersion,exploratory,all_proposals,23,0.059608940628991615,0.0819155714650085,-0.02230663083601689,-0.02488568425178528,1.3742161930850982,7.0,4.5299530029296875e-06,-0.8260869565217391,strengths
baseline,gemini,Gemini,nn,confirmatory,all_proposals,23,0.05699612278005351,0.07829000431558361,-0.02129388153553009,-0.02289689183235169,1.3736022819956124,8.0,5.9604644775390625e-06,-0.7391304347826086,strengths
baseline,gemini,Gemini,remote_clique,compatibility,all_proposals,23,0.06865084525467692,0.09420322050218996,-0.025552375247513037,-0.02378064592679341,1.3722077296021675,6.0,3.337860107421875e-06,-0.8260869565217391,strengths
baseline,gemini,Gemini,span90,exploratory,all_proposals,23,0.030047960200446276,0.04103072099688605,-0.010982760796439759,-0.010737644502489936,1.3655076991308268,15.0,3.266334533691406e-05,-0.8260869565217391,strengths
baseline,gemini,Gemini,sparseness,exploratory,all_proposals,23,0.02511587659195185,0.03442731046683975,-0.009311433874887903,-0.008483584315149721,1.3707389563250068,6.0,3.337860107421875e-06,-0.8260869565217391,strengths
baseline,gpt,GPT,centroid_loo,exploratory,all_proposals,23,0.04867287714479512,0.051202761510031204,-0.002529884365236102,-0.002629133283767862,1.0519772923575081,116.0,0.5202305316925049,-0.13043478260869565,strengths
baseline,gpt,GPT,global_centroid_dist,exploratory,all_proposals,23,0.02511587659195185,0.026182076601644934,-0.0010662000096930812,-0.0014687047715794994,1.0424512362047016,118.0,0.5599584579467773,-0.13043478260869565,strengths
baseline,gpt,GPT,mean_pairwise,confirmatory,all_proposals,23,0.06865084525467692,0.07182674045148105,-0.0031758951968041006,-0.003821210066477461,1.0462615600000609,115.0,0.5009052753448486,-0.13043478260869565,strengths
baseline,gpt,GPT,medoid_dist,exploratory,all_proposals,23,0.044175863827484244,0.04553376984769019,-0.0013579060202059527,-0.002412018179893491,1.0307386410259876,122.0,0.6433901786804199,-0.13043478260869565,strengths
baseline,gpt,GPT,mst_dispersion,exploratory,all_proposals,23,0.059608940628991615,0.060782820029535174,-0.001173879400543547,-0.0027677377065022796,1.0196930089371967,134.0,0.9168474674224854,-0.043478260869565216,strengths
baseline,gpt,GPT,nn,confirmatory,all_proposals,23,0.05699612278005351,0.057507581814475676,-0.0005114590344221702,-0.00011089444160461426,1.0089735759113978,133.0,0.8932116031646729,-0.043478260869565216,strengths
baseline,gpt,GPT,remote_clique,compatibility,all_proposals,23,0.06865084525467692,0.07182674045148105,-0.0031758951968041006,-0.003821210066477461,1.0462615600000609,115.0,0.5009052753448486,-0.13043478260869565,strengths
baseline,gpt,GPT,span90,exploratory,all_proposals,23,0.030047960200446276,0.0319399157792231,-0.0018919555787768189,-0.0001737922412786315,1.0629645262492302,115.0,0.5009052753448486,-0.13043478260869565,strengths
baseline,gpt,GPT,sparseness,exploratory,all_proposals,23,0.02511587659195185,0.026182076601644934,-0.0010662000096930812,-0.0014687047715794994,1.0424512362047016,118.0,0.5599584579467773,-0.13043478260869565,strengths
baseline,all_ai,All AI,centroid_loo,exploratory,human_n_gte_3,22,0.048449719784572756,0.059337715712003324,-0.01088799592743056,-0.007717600359258715,1.2247277378660402,19.0,0.00014638900756835938,-0.8181818181818182,strengths
baseline,all_ai,All AI,global_centroid_dist,exploratory,human_n_gte_3,22,0.025644483346768734,0.03128524586171103,-0.005640762514942297,-0.0039149239878578206,1.2199600763511989,22.0,0.000255584716796875,-0.8181818181818182,strengths
baseline,all_ai,All AI,mean_pairwise,confirmatory,human_n_gte_3,22,0.06933574884226827,0.08447189067865346,-0.01513614183638519,-0.010590941423461564,1.2183021325812513,22.0,0.000255584716796875,-0.8181818181818182,strengths
baseline,all_ai,All AI,medoid_dist,exploratory,human_n_gte_3,22,0.04496606294855927,0.05420711515982491,-0.009241052211265638,-0.008385289828855912,1.2055117038340073,19.0,0.00014638900756835938,-0.7272727272727273,strengths
baseline,all_ai,All AI,mst_dispersion,exploratory,human_n_gte_3,22,0.05988284855177908,0.07227689349940282,-0.012394044947623724,-0.01078406649485903,1.2069715327070145,19.0,0.00014638900756835938,-0.7272727272727273,strengths
baseline,all_ai,All AI,nn,confirmatory,human_n_gte_3,22,0.05715126625516198,0.06870758909053988,-0.011556322835377907,-0.009440559645493826,1.202205893107996,19.0,0.00014638900756835938,-0.7272727272727273,strengths
baseline,all_ai,All AI,remote_clique,compatibility,human_n_gte_3,22,0.06933574884226827,0.08447189067865346,-0.01513614183638519,-0.010590941423461564,1.2183021325812513,22.0,0.000255584716796875,-0.8181818181818182,strengths
baseline,all_ai,All AI,span90,exploratory,human_n_gte_3,22,0.03080075257383109,0.037948257483456344,-0.0071475049096252265,-0.005207296161451751,1.2320561776045014,29.0,0.0008091926574707031,-0.7272727272727273,strengths
baseline,all_ai,All AI,sparseness,exploratory,human_n_gte_3,22,0.025644483346768734,0.03128524586171103,-0.005640762514942297,-0.0039149239878578206,1.2199600763511989,22.0,0.000255584716796875,-0.8181818181818182,strengths
baseline,claude,Claude,centroid_loo,exploratory,human_n_gte_3,22,0.048449719784572756,0.06245406444417851,-0.014004344659605754,-0.015323253488438021,1.2890490331394029,19.0,0.00014638900756835938,-0.7272727272727273,strengths
baseline,claude,Claude,global_centroid_dist,exploratory,human_n_gte_3,22,0.025644483346768734,0.032927616842387875,-0.007283133495619139,-0.008052032291300588,1.284003908253306,21.0,0.00021314620971679688,-0.7272727272727273,strengths
baseline,claude,Claude,mean_pairwise,confirmatory,human_n_gte_3,22,0.06933574884226827,0.08882807384837758,-0.0194923250061093,-0.020789538820584624,1.2811295086817676,19.0,0.00014638900756835938,-0.7272727272727273,strengths
baseline,claude,Claude,medoid_dist,exploratory,human_n_gte_3,22,0.04496606294855927,0.057396226940733014,-0.012430163992173743,-0.01594376464684804,1.2764343413029895,22.0,0.000255584716796875,-0.8181818181818182,strengths
baseline,claude,Claude,mst_dispersion,exploratory,human_n_gte_3,22,0.05988284855177908,0.07737174097335701,-0.017488892421577914,-0.02074599862098694,1.2920517785064243,14.0,5.245208740234375e-05,-0.7272727272727273,strengths
baseline,claude,Claude,nn,confirmatory,human_n_gte_3,22,0.05715126625516198,0.07399403565760815,-0.01684276940244617,-0.02094655930995941,1.294705095898464,15.0,6.532669067382812e-05,-0.7272727272727273,strengths
baseline,claude,Claude,remote_clique,compatibility,human_n_gte_3,22,0.06933574884226827,0.08882807384837758,-0.0194923250061093,-0.020789538820584624,1.2811295086817676,19.0,0.00014638900756835938,-0.7272727272727273,strengths
baseline,claude,Claude,span90,exploratory,human_n_gte_3,22,0.03080075257383109,0.03933603504724372,-0.008535282473412613,-0.008839470041556188,1.2771127897915187,27.0,0.0005927085876464844,-0.6363636363636364,strengths
baseline,claude,Claude,sparseness,exploratory,human_n_gte_3,22,0.025644483346768734,0.032927616842387875,-0.007283133495619139,-0.008052032291300588,1.284003908253306,21.0,0.00021314620971679688,-0.7272727272727273,strengths
baseline,gemini,Gemini,centroid_loo,exploratory,human_n_gte_3,22,0.048449719784572756,0.0662496836764033,-0.01779996389183053,-0.016134273095905854,1.3673904404602637,6.0,6.67572021484375e-06,-0.8181818181818182,strengths
baseline,gemini,Gemini,global_centroid_dist,exploratory,human_n_gte_3,22,0.025644483346768734,0.03485869974013459,-0.009214216393365858,-0.008339238716155299,1.3593059867406871,6.0,6.67572021484375e-06,-0.8181818181818182,strengths
baseline,gemini,Gemini,mean_pairwise,confirmatory,human_n_gte_3,22,0.06933574884226827,0.09401725124229082,-0.02468150240002256,-0.022786864638328554,1.3559708060003857,6.0,6.67572021484375e-06,-0.8181818181818182,strengths
baseline,gemini,Gemini,medoid_dist,exploratory,human_n_gte_3,22,0.04496606294855927,0.06090326851064507,-0.01593720556208582,-0.01693429251511891,1.3544274174129456,12.0,3.337860107421875e-05,-0.7272727272727273,strengths
baseline,gemini,Gemini,mst_dispersion,exploratory,human_n_gte_3,22,0.05988284855177908,0.0811710727034193,-0.021288224151640226,-0.023482206463813778,1.355497854001265,7.0,9.059906005859375e-06,-0.8181818181818182,strengths
baseline,gemini,Gemini,nn,confirmatory,human_n_gte_3,22,0.05715126625516198,0.07738070704720237,-0.020229440792040396,-0.022841090957323715,1.3539631248365078,8.0,1.1920928955078125e-05,-0.7272727272727273,strengths
baseline,gemini,Gemini,remote_clique,compatibility,human_n_gte_3,22,0.06933574884226827,0.09401725124229082,-0.02468150240002256,-0.022786864638328554,1.3559708060003857,6.0,6.67572021484375e-06,-0.8181818181818182,strengths
baseline,gemini,Gemini,span90,exploratory,human_n_gte_3,22,0.03080075257383109,0.041762265294273904,-0.010961512720442795,-0.009995661468703045,1.3558845743839365,15.0,6.532669067382812e-05,-0.8181818181818182,strengths
baseline,gemini,Gemini,sparseness,exploratory,human_n_gte_3,22,0.025644483346768734,0.03485869974013459,-0.009214216393365858,-0.008339238716155299,1.3593059867406871,6.0,6.67572021484375e-06,-0.8181818181818182,strengths
baseline,gpt,GPT,centroid_loo,exploratory,human_n_gte_3,22,0.048449719784572756,0.050327570371275415,-0.0018778505867026668,-0.002234410049580554,1.0387587502064481,115.0,0.7261838912963867,-0.09090909090909091,strengths
baseline,gpt,GPT,global_centroid_dist,exploratory,human_n_gte_3,22,0.025644483346768734,0.026563628735703424,-0.0009191453889346867,-0.0012465160741460726,1.0358418368779694,114.0,0.7023849487304688,-0.09090909090909091,strengths
baseline,gpt,GPT,mean_pairwise,confirmatory,human_n_gte_3,22,0.06933574884226827,0.07188900573687121,-0.002553256894602919,-0.003242533405621851,1.036824537662546,112.0,0.6556386947631836,-0.09090909090909091,strengths
baseline,gpt,GPT,medoid_dist,exploratory,human_n_gte_3,22,0.04496606294855927,0.046002193382292084,-0.001036130433732812,-0.001960685849189757,1.023042498404144,117.0,0.774528980255127,-0.09090909090909091,strengths
baseline,gpt,GPT,mst_dispersion,exploratory,human_n_gte_3,22,0.05988284855177908,0.06034308893210961,-0.00046024038033052185,8.286833763122142e-05,1.0076856794802032,120.0,0.8485937118530273,0.0,strengths
baseline,gpt,GPT,nn,confirmatory,human_n_gte_3,22,0.05715126625516198,0.056918976252729236,0.00023229000243273572,8.52257013320909e-05,0.9959355230836768,121.0,0.8736042976379395,0.0,strengths
baseline,gpt,GPT,remote_clique,compatibility,human_n_gte_3,22,0.06933574884226827,0.07188900573687121,-0.002553256894602919,-0.003242533405621851,1.036824537662546,112.0,0.6556386947631836,-0.09090909090909091,strengths
baseline,gpt,GPT,span90,exploratory,human_n_gte_3,22,0.03080075257383109,0.032583187875898784,-0.0017824353020676803,-0.00010405956469427234,1.0578698620364908,110.0,0.6101517677307129,-0.09090909090909091,strengths
baseline,gpt,GPT,sparseness,exploratory,human_n_gte_3,22,0.025644483346768734,0.026563628735703424,-0.0009191453889346867,-0.0012465160741460726,1.0358418368779694,114.0,0.7023849487304688,-0.09090909090909091,strengths
